分类1,分类2,报送分类,TICKER,ISIN,债券名称,AccSection,Portfolio,CCY,Nominal（原币）,Nominal（USD）,Nominal(亿原币）,Nominal(亿美元）,摊余成本（USD）,摊余成本（亿USD）,Maket Value（USD）,Duration,Size*Dur,WAL,SIZE*WAL,EffectiveYield,Size*Yld, IRSCCSAmt ,IRSCCSYield,Real Yield,Size*Real Yld,FTP Rate,Size*FTP,Carry,Size*Carry,PL,PL2,估亏比例,Maturity,NXT_CALL_DT,tmp1,MaturityWithCall(not used),year,month,date,MaturityWithCall,2025,2026,Maturity_Check,平均买价,摊余成本价格,市场价格,国别风险,TLAC债券,FLOATER,INSTRUMENT,是否repo,repo占比,实际repo,实际repo%,绿债,现价*规模（美元）, 久期 ,凸性,OAS,PVBP（万美元）,IRS PV01（万美元）,CCS PV01（万美元）,总PVBP（万美元）,,是否私募
MBS,passthrough,吉利美MBS,G2,US36179XVS25,G2 MA8725,HTM,HOBJIFSTH076,USD," 274,559,295.51 "," 274,559,295.51 ", 2.75 , 2.75 ," 275,165,994.13 ", 2.75 ," 275,831,328.72 ", 4.211 ," 1,158,612,962.831 ", 5.331 ," 1,466,937,431.311 ", 5.0796 ," 1,397,731,271.3835 ", -   , -   , 5.08 ," 1,397,731,271.3835 ", 4.7349 ," 1,302,873,559.6345 ", 34 ," 9,485,771,174.9043 "," 665,334.59 "," 1,000,930.10 ",0.4%,01/03/2053,#N/A Field Not Applicable,#VALUE!,2053/3/1,2053,3,1,2053/3/1, -   ," 948,577.12 ", -   , 100.10 , 100.22 , 100.46 , US , #N/A N/A , N ,GNMA-USA 5.0 200353 MBS,,,,,N," 275,831,328.72 ", 4.21 , -3.68 , 3.69 , 11.6141 , -   , -   , 11.61 ,11.61414418,N
Fins,Foreign Banks,外资金融机构债券,JPM,US46647PDA12,JPM 4.323 04/26/28,AFS,HOBJIFCRA031,USD," 50,000,000.00 "," 50,000,000.00 ", 0.50 , 0.50 ," 48,996,668.74 ", 0.49 ," 50,224,500.00 ", 1.224 ," 59,992,928.436 ", -   , -   , 5.3234 ," 260,829,779.6849 ", -   , -   , 5.32 ," 260,829,779.6849 ", 5.2443 ," 256,954,209.8228 ", 8 ," 387,556,986.2110 "," 1,227,831.26 "," 1,227,831.26 ",2.5%,26/04/2028,2027/4/26,2027/4/26,2027/4/26,2027,4,26,2027/4/26, -   ," 38,755.70 ", -   , 96.13 , 97.99 , 100.45 , US , TLAC , N ,JPMORGAN 4.323 260428 CALL,,,,,N," 50,224,500.00 ", 1.22 , 0.02 , 1.22 , 0.6150 , -   , -   , 0.61 ,0.614963203,N
MBS,passthrough,吉利美MBS,G2,US36179XX509,G2 MA8800,HTM,HOBJIFSTH076,USD," 93,853,532.40 "," 93,853,532.40 ", 0.94 , 0.94 ," 93,575,016.03 ", 0.94 ," 94,276,811.83 ", 4.214 ," 394,335,985.603 ", 5.338 ," 499,494,078.072 ", 5.1155 ," 478,686,738.4434 ", -   , -   , 5.12 ," 478,686,738.4434 ", 4.7073 ," 440,484,456.4879 ", 41 ," 3,820,228,195.5490 "," 701,795.80 "," 719,626.85 ",0.8%,01/04/2053,#N/A Field Not Applicable,#VALUE!,2053/4/1,2053,4,1,2053/4/1, -   ," 382,022.82 ", -   , 99.68 , 99.70 , 100.45 , US , #N/A N/A , N ,GNMA-USA 5.0 200453 MBS,,,,,N," 94,276,811.83 ", 4.21 , -3.69 , 3.84 , 3.9729 , -   , -   , 3.97 ,3.972934346,N
Fins,Foreign Banks,外资金融机构债券,BAC,US06051GHQ55,BAC 3.974 02/07/30,AFS,HOBJIFCRA031,USD," 30,000,000.00 "," 30,000,000.00 ", 0.30 , 0.30 ," 28,747,718.15 ", 0.29 ," 29,881,500.00 ", 2.804 ," 80,606,144.227 ", -   , -   , 5.1744 ," 148,752,546.3739 ", -   , -   , 5.17 ," 148,752,546.3739 ", 4.7850 ," 137,558,377.5374 ", 39 ," 1,119,416,883.6516 "," 1,133,781.85 "," 1,133,781.85 ",3.9%,07/02/2030,2029/2/7,2029/2/7,2029/2/7,2029,2,7,2029/2/7, -   ," 111,941.69 ", -   , 93.48 , 95.83 , 99.61 , US , TLAC , N ,BOAC-HO 3.974 070230 CALL,,,,,N," 29,881,500.00 ", 2.80 , 0.10 , 2.80 , 0.8379 , -   , -   , 0.84 ,0.837851716,N
Fins,Foreign Banks,外资金融机构债券,JPM,US46647PBD78,JPM 3.702 05/06/30,AFS,HOBJIFCRA031,USD," 60,000,000.00 "," 60,000,000.00 ", 0.60 , 0.60 ," 57,291,716.79 ", 0.57 ," 59,205,600.00 ", 3.058 ," 175,174,669.417 ", -   , -   , 4.9266 ," 282,254,308.0853 ", -   , -   , 4.93 ," 282,254,308.0853 ", 4.7850 ," 274,141,953.3838 ", 14 ," 811,235,470.1528 "," 1,913,883.21 "," 1,913,883.21 ",3.3%,06/05/2030,2029/5/6,2029/5/6,2029/5/6,2029,5,6,2029/5/6, -   ," 81,123.55 ", -   , 93.09 , 95.49 , 98.68 , US , TLAC , N ,JPMORGAN 3.702 060530 CALL,,,,,N," 59,205,600.00 ", 3.06 , 0.11 , 3.05 , 1.8103 , -   , -   , 1.81 ,1.810265426,N
Fins,Foreign Banks,外资金融机构债券,BAC,US06051GLG28,BAC 5.202 04/25/29,AFS,HOBJIFCRA031,USD," 20,000,000.00 "," 20,000,000.00 ", 0.20 , 0.20 ," 20,000,000.00 ", 0.20 ," 20,511,400.00 ", 2.113 ," 42,260,025.908 ", -   , -   , 5.2648 ," 105,296,407.2000 ", -   , -   , 5.26 ," 105,296,407.2000 ", 4.7850 ," 95,700,380.0000 ", 48 ," 959,602,720.0000 "," 511,400.00 "," 511,400.00 ",2.6%,25/04/2029,2028/4/25,2028/4/25,2028/4/25,2028,4,25,2028/4/25, -   ," 95,960.27 ", -   , 100.00 , 100.00 , 102.56 , US , TLAC , N ,BOAC-HO 5.202 250429 CALL,,,,,N," 20,511,400.00 ", 2.11 , 0.06 , 2.10 , 0.4334 , -   , -   , 0.43 ,0.433406148,N
Rates,DM Sovereign,外国政府/主权债券,CANADA,US135087Q560,CANADA 3 3/4 04/26/28,AFS,HOBJIFIRA004,USD," 95,000,000.00 "," 95,000,000.00 ", 0.95 , 0.95 ," 94,275,524.02 ", 0.94 ," 95,513,950.00 ", 2.152 ," 202,872,870.436 ", -   , -   , 4.1412 ," 390,417,394.8043 ", -   , -   , 4.14 ," 390,417,394.8043 ", 4.6598 ," 439,308,480.7551 ",-52 ,"-4,889,108,595.0774 "," 1,238,425.98 "," 1,238,425.98 ",1.3%,26/04/2028,#N/A Field Not Applicable,#VALUE!,2028/4/26,2028,4,26,2028/4/26, -   ," -488,910.86 ", -   , 98.82 , 99.24 , 100.54 , CA , #N/A N/A , N ,CANADA 3.75 260428,,,,,N," 95,513,950.00 ", 2.15 , 0.06 , 2.15 , 2.0554 , -   , -   , 2.06 ,2.055378573,N
Rates,Supra,超主权机构债券,NEWDEV,XS2598333701,NEWDEV 5 1/8 04/26/26,HTM,HOBJIFIRH002,USD," 100,000,000.00 "," 100,000,000.00 ", 1.00 , 1.00 ," 99,959,172.27 ", 1.00 ," 100,282,000.00 ", 0.275 ," 27,459,622.956 ", -   , -   , 5.1933 ," 519,120,567.2928 ", -   , -   , 5.19 ," 519,120,567.2928 ", 4.7073 ," 470,536,512.1611 ", 49 ," 4,858,405,513.1737 "," 322,827.73 "," 322,827.73 ",0.3%,26/04/2026,#N/A Field Not Applicable,#VALUE!,2026/4/26,2026,4,26,2026/4/26, -   ," 154,404.12 ", 6.00 , 99.79 , 99.96 , 100.28 , SNAT , #N/A N/A , N ,XKFB-HO 5.125 260426,,,,,Y," 100,282,000.00 ", 0.27 , 0.00 , 0.27 , 0.2755 , -   , -   , 0.28 ,0.275483064,N
MBS,CMO,吉利美MBS,GNR,US38383LPT16,GNR 2022-214 B,HTM,HOBJIFSTH076,USD," 30,000,000.00 "," 30,000,000.00 ", 0.30 , 0.30 ," 23,770,958.18 ", 0.24 ," 22,165,020.00 ", 4.770 ," 113,392,141.785 ", 5.712 ," 135,786,844.394 ", 3.2361 ," 76,926,276.2444 ", -   , -   , 3.24 ," 76,926,276.2444 ", 4.7073 ," 111,896,722.4034 ",-147 ,"-3,497,044,615.8934 "," -1,605,938.18 "," -1,384,980.00 ",-5.9%,01/11/2063,2048/7/16,2048/7/16,2048/7/16,2048,7,16,2048/7/16, -   ," -349,704.46 ", -   , 78.50 , 79.24 , 73.88 , US , #N/A N/A , N ,GNMA-USA 2.25 161163 MBS,,,,,N," 22,165,020.00 ", 4.77 , 0.30 , 11.31 , 1.0573 , -   , -   , 1.06 ,1.057315011,N
MBS,CMO,吉利美MBS,GNR,US38381JDZ75,GNR 2023-62 AD,HTM,HOBJIFSTH076,USD," 48,506,827.00 "," 48,506,827.00 ", 0.49 , 0.49 ," 42,555,001.44 ", 0.43 ," 40,793,659.43 ", 3.616 ," 153,867,277.563 ", 4.939 ," 210,174,896.595 ", 3.3537 ," 142,716,132.5486 ", -   , -   , 3.35 ," 142,716,132.5486 ", 4.7073 ," 200,318,605.0472 ",-135 ,"-5,760,247,249.8652 "," -1,761,342.01 "," -1,744,554.10 ",-4.1%,01/12/2064,2048/10/16,2048/10/16,2048/10/16,2048,10,16,2048/10/16, -   ," -576,024.72 ", -   , 87.70 , 87.73 , 84.10 , US , #N/A N/A , N ,GNMA-USA 2.75 151264 MBS,,,,,N," 40,793,659.43 ", 3.62 , 0.27 , 8.36 , 1.4750 , -   , -   , 1.47 ,1.474987453,N
MBS,CMO,吉利美MBS,GNR,US38383XLN20,GNR 2023-54 A,HTM,HOBJIFSTH076,USD," 21,986,964.40 "," 21,986,964.40 ", 0.22 , 0.22 ," 21,986,964.40 ", 0.22 ," 22,411,444.73 ", 3.837 ," 84,367,962.910 ", 4.742 ," 104,253,390.399 ", 5.0962 ," 112,049,038.3664 ", -   , -   , 5.10 ," 112,049,038.3664 ", 4.7073 ," 103,498,951.6896 ", 39 ," 855,008,667.6842 "," 424,480.33 "," 424,480.33 ",1.9%,01/04/2063,#N/A N/A,#VALUE!,2063/4/1,2063,4,1,2063/4/1, -   ," 85,500.87 ", -   , 100.00 , 100.00 , 101.93 , US , #N/A N/A , N ,GNMA-USA 5.0 200463 MBS,,,,,N," 22,411,444.73 ", 3.84 , -2.05 , 5.00 , 0.8600 , -   , -   , 0.86 ,0.859967708,N
MBS,CMO,吉利美MBS,GNR,US38381JDT16,GNR 2023-61 AB,HTM,HOBJIFSTH076,USD," 39,150,897.60 "," 39,150,897.60 ", 0.39 , 0.39 ," 33,707,539.99 ", 0.34 ," 32,743,422.55 ", 3.334 ," 112,370,900.161 ", 4.360 ," 146,948,020.582 ", 3.1573 ," 106,425,381.2823 ", -   , -   , 3.16 ," 106,425,381.2823 ", 4.7073 ," 158,671,064.7916 ",-155 ,"-5,224,568,350.9300 "," -964,117.44 "," -891,174.75 ",-2.6%,01/08/2064,2049/3/16,2049/3/16,2049/3/16,2049,3,16,2049/3/16, -   ," -522,456.84 ", -   , 85.91 , 86.10 , 83.63 , US , #N/A N/A , N ,GNMA-USA 2.5 160864 MBS,,,,,N," 32,743,422.55 ", 3.33 , 0.22 , 7.80 , 1.0916 , -   , -   , 1.09 ,1.091568197,N
MBS,CMO,吉利美MBS,GNR,US38381HYU93,GNR 2022-192 B,HTM,HOBJIFSTH076,USD," 23,000,000.00 "," 23,000,000.00 ", 0.23 , 0.23 ," 18,242,531.86 ", 0.18 ," 16,299,686.00 ", 5.157 ," 94,078,752.052 ", 6.319 ," 115,270,910.315 ", 3.2231 ," 58,796,825.6324 ", -   , -   , 3.22 ," 58,796,825.6324 ", 4.7073 ," 85,872,833.0703 ",-148 ,"-2,707,600,743.7868 "," -1,942,845.86 "," -1,778,314.00 ",-9.8%,01/06/2064,2049/1/16,2049/1/16,2049/1/16,2049,1,16,2049/1/16, -   ," -270,760.07 ", -   , 78.60 , 79.32 , 70.87 , US , #N/A N/A , N ,GNMA-USA 2.25 160664 MBS,,,,,N," 16,299,686.00 ", 5.16 , 0.35 , 12.43 , 0.8406 , -   , -   , 0.84 ,0.840592813,N
MBS,CMO,吉利美MBS,GNR,US38383XUS16,GNR 2023-59 HA,HTM,HOBJIFSTH076,USD," 39,675,238.50 "," 39,675,238.50 ", 0.40 , 0.40 ," 38,932,842.63 ", 0.39 ," 39,849,769.87 ", 4.347 ," 169,258,498.754 ", 5.277 ," 205,444,717.297 ", 4.7045 ," 183,159,748.5549 ", -   , -   , 4.70 ," 183,159,748.5549 ", 4.7073 ," 183,268,064.0057 ",-0 ,"-10,831,545.0821 "," 916,927.24 "," 819,254.00 ",2.1%,01/10/2051,#N/A N/A,#VALUE!,2051/10/1,2051,10,1,2051/10/1, -   ," -1,083.15 ", -   , 98.38 , 98.13 , 100.44 , US , #N/A N/A , N ,GNMA-USA 4.5 201051 MBS,,,,,N," 39,849,769.87 ", 4.35 ,  , 4.36 , 1.7324 , -   , -   , 1.73 ,1.73244792,N
MBS,CMO,吉利美MBS,GNR,US38381ELW65,GNR 2021-220 AM,HTM,HOBJIFSTH076,USD," 36,455,403.60 "," 36,455,403.60 ", 0.36 , 0.36 ," 27,787,283.86 ", 0.28 ," 24,445,717.72 ", 4.105 ," 114,078,568.778 ", 6.956 ," 193,277,231.592 ", 2.7914 ," 77,565,171.5707 ", -   , -   , 2.79 ," 77,565,171.5707 ", 4.7073 ," 130,802,720.0631 ",-192 ,"-5,323,754,849.2425 "," -3,341,566.14 "," -3,358,818.61 ",-12.1%,01/12/2063,2047/8/16,2047/8/16,2047/8/16,2047,8,16,2047/8/16, -   ," -532,375.48 ", -   , 76.27 , 76.22 , 67.06 , US , #N/A N/A , N ,GNMA-USA 1.75 161263 MBS,,,,,N," 24,445,717.72 ", 4.11 , 0.37 , 9.39 , 1.0036 , -   , -   , 1.00 ,1.003600245,N
MBS,CMO,吉利美MBS,GNR,US38380PBW32,GNR 2020-38 AC,HTM,HOBJIFSTH076,USD," 36,051,377.50 "," 36,051,377.50 ", 0.36 , 0.36 ," 29,301,810.82 ", 0.29 ," 27,544,982.88 ", 3.465 ," 101,534,095.090 ", 4.960 ," 145,345,772.191 ", 2.5753 ," 75,461,462.0742 ", -   , -   , 2.58 ," 75,461,462.0742 ", 4.9324 ," 144,528,544.6875 ",-236 ,"-6,906,708,261.3340 "," -1,756,827.94 "," -1,804,499.88 ",-6.1%,01/08/2061,2046/6/16,2046/6/16,2046/6/16,2046,6,16,2046/6/16, -   ," -690,670.83 ", -   , 81.41 , 81.28 , 76.40 , US , #N/A N/A , N ,GNMA-USA 1.75 160861 MBS,,,,,N," 27,544,982.88 ", 3.47 , 0.25 , 7.77 , 0.9545 , -   , -   , 0.95 ,0.954464872,N
Fins,Foreign Banks,外资金融机构债券,STANLN,XS2618731256,STANLN 4.874 05/10/31,AFS,HOBJIFCRA131,EUR," 23,000,000.00 "," 26,948,625.65 ", 0.23 , 0.27 ," 26,948,625.65 ", 0.27 ," 28,691,393.28 ", 3.767 ," 101,514,220.401 ", -   , -   , 4.8609 ," 130,994,258.6058 ", -   , -   , 4.86 ," 130,994,258.6058 ", 3.3318 ," 89,787,430.9555 ", 153 ," 4,120,682,765.0327 "," 1,742,767.62 "," 1,742,767.62 ",6.5%,10/05/2031,2030/5/10,2030/5/10,2030/5/10,2030,5,10,2030/5/10, -   ," 412,068.28 ", -   , 100.00 , 100.00 , 106.47 , GB , TLAC , N ,SCB-HO 4.874 100531 CALL,,,,,N," 28,691,393.28 ", 3.77 , 0.19 , 3.85 , 1.0808 , -   , -   , 1.08 ,1.08079145,N
Fins,Foreign Banks,外资金融机构债券,BNP,US09659X2K76,BNP 3.052 01/13/31,AFS,HOBJIFCRA031,USD," 70,000,000.00 "," 70,000,000.00 ", 0.70 , 0.70 ," 63,239,079.63 ", 0.63 ," 66,409,000.00 ", 3.700 ," 234,009,547.926 ", -   , -   , 5.3277 ," 336,918,012.3027 ", -   , -   , 5.33 ," 336,918,012.3027 ", 4.8525 ," 306,864,914.6098 ", 48 ," 3,005,309,769.2908 "," 3,169,920.37 "," 3,169,920.37 ",5.0%,13/01/2031,2030/1/13,2030/1/13,2030/1/13,2030,1,13,2030/1/13, -   ," 300,530.98 ", -   , 86.17 , 90.34 , 94.87 , FR , TLAC , N ,BNP-HO 3.052 130131 CALL,,,,,N," 66,409,000.00 ", 3.70 , 0.16 , 3.69 , 2.4574 , -   , -   , 2.46 ,2.457395041,N
Fins,Foreign Banks,外资金融机构债券,HSBC,XS2621539910,HSBC 4.856 05/23/33,AFS,HOBJIFCRA131,EUR," 25,000,000.00 "," 29,291,984.41 ", 0.25 , 0.29 ," 29,291,984.41 ", 0.29 ," 31,417,410.80 ", 5.302 ," 155,304,643.634 ", -   , -   , 4.8475 ," 141,992,187.3045 ", -   , -   , 4.85 ," 141,992,187.3045 ", 3.3318 ," 97,595,033.6473 ", 152 ," 4,439,715,365.7203 "," 2,125,426.39 "," 2,125,426.39 ",7.3%,23/05/2033,2032/5/23,2032/5/23,2032/5/23,2032,5,23,2032/5/23, -   ," 443,971.54 ", -   , 100.00 , 100.00 , 107.26 , GB , TLAC , N ,HSBCHOLD 4.856 230533 CALL,,,,,N," 31,417,410.80 ", 5.30 , 0.36 , 5.43 , 1.6657 , -   , -   , 1.67 ,1.665735486,N
Rates,Supra,超主权机构债券,NEWDEV,XS2627297539,NEWDEV Float 05/22/26,HTM,HOBJIFIRH002,USD," 100,000,000.00 "," 100,000,000.00 ", 1.00 , 1.00 ," 100,000,000.00 ", 1.00 ," 100,167,000.00 ", 0.011 ," 1,110,596.235 ", -   , -   , 4.8770 ," 487,699,704.0000 ", -   , -   , 4.88 ," 487,699,704.0000 ", 4.9324 ," 493,241,000.0000 ",-6 ,"-554,129,600.0000 "," 167,000.00 "," 167,000.00 ",0.2%,22/05/2026,#N/A Field Not Applicable,#VALUE!,2026/5/22,2026,5,22,2026/5/22, -   ," -21,557.92 ", 6.00 , 100.00 , 100.00 , 100.17 , SNAT , #N/A N/A , Y ,XKFB-HO FRN+100 220526,,,,,N," 100,167,000.00 ", 0.01 , 0.00 , 0.01 , 0.0111 , -   , -   , 0.01 ,0.011124509,Y
MBS,passthrough,吉利美MBS,G2,US36179XLH79,G2 MA8428,HTM,HOBJIFSTH076,USD," 113,635,593.00 "," 113,635,593.00 ", 1.14 , 1.14 ," 112,410,100.50 ", 1.12 ," 114,305,929.36 ", 4.201 ," 472,184,220.833 ", 5.305 ," 596,290,619.094 ", 5.1712 ," 581,298,654.8542 ", -   , -   , 5.17 ," 581,298,654.8542 ", 4.9324 ," 554,452,703.7902 ", 24 ," 2,684,595,106.3940 "," 1,895,828.87 "," 1,750,466.35 ",1.6%,01/11/2052,#N/A Field Not Applicable,#VALUE!,2052/11/1,2052,11,1,2052/11/1, -   ," 268,459.51 ", -   , 99.05 , 98.92 , 100.59 , US , #N/A N/A , N ,GNMA-USA 5.0 201152 MBS,,,,,N," 114,305,929.36 ", 4.20 , -3.70 , 4.05 , 4.8015 , -   , -   , 4.80 ,4.801477443,N
Fins,Foreign Banks,外资金融机构债券,JPM,US46647PAR73,JPM 4.005 04/23/29,AFS,HOBJIFCRA031,USD," 80,000,000.00 "," 80,000,000.00 ", 0.80 , 0.80 ," 77,453,990.20 ", 0.77 ," 80,005,600.00 ", 2.133 ," 165,174,477.909 ", -   , -   , 5.1256 ," 396,995,828.3989 ", -   , -   , 5.13 ," 396,995,828.3989 ", 5.0155 ," 388,467,234.7684 ", 11 ," 852,859,363.0598 "," 2,551,609.80 "," 2,551,609.80 ",3.3%,23/04/2029,2028/4/23,2028/4/23,2028/4/23,2028,4,23,2028/4/23, -   ," 85,285.94 ", -   , 94.68 , 96.82 , 100.01 , US , TLAC , N ,JPMORGAN 4.005 230429 CALL,,,,,N," 80,005,600.00 ", 2.13 , 0.06 , 2.12 , 1.7062 , -   , -   , 1.71 ,1.706159124,N
MBS,CMO,吉利美MBS,GNR,US38383X7H11,GNR 2023-72 B,HTM,HOBJIFSTH076,USD," 30,000,000.00 "," 30,000,000.00 ", 0.30 , 0.30 ," 24,072,175.11 ", 0.24 ," 22,437,660.00 ", 5.380 ," 129,510,751.818 ", 6.303 ," 151,736,548.583 ", 3.5923 ," 86,474,138.3562 ", -   , -   , 3.59 ," 86,474,138.3562 ", 4.9324 ," 118,733,837.2299 ",-134 ,"-3,225,969,887.3753 "," -1,634,515.11 "," -1,449,840.00 ",-6.1%,01/05/2064,2049/2/16,2049/2/16,2049/2/16,2049,2,16,2049/2/16, -   ," -322,596.99 ", -   , 79.63 , 80.24 , 74.79 , US , #N/A N/A , N ,GNMA-USA 2.6 160564 MBS,,,,,N," 22,437,660.00 ", 5.38 , 0.35 , 12.70 , 1.2072 , -   , -   , 1.21 ,1.207168942,N
MBS,CMO,吉利美MBS,GNR,US38381JFX00,GNR 2023-71 HA,HTM,HOBJIFSTH076,USD," 48,536,571.50 "," 48,536,571.50 ", 0.49 , 0.49 ," 42,014,973.29 ", 0.42 ," 39,606,279.17 ", 3.593 ," 150,978,635.483 ", 5.106 ," 214,524,252.111 ", 3.1348 ," 131,710,189.0311 ", -   , -   , 3.13 ," 131,710,189.0311 ", 4.9324 ," 207,235,074.3948 ",-180 ,"-7,552,488,536.3716 "," -2,408,694.11 "," -2,377,855.17 ",-5.7%,01/07/2064,2048/11/16,2048/11/16,2048/11/16,2048,11,16,2048/11/16, -   ," -755,248.85 ", -   , 86.50 , 86.56 , 81.60 , US , #N/A N/A , N ,GNMA-USA 2.5 150764 MBS,,,,,N," 39,606,279.17 ", 3.59 , 0.28 , 8.29 , 1.4232 , -   , -   , 1.42 ,1.423231176,N
MBS,CMO,吉利美MBS,GNR,US38383X4T85,GNR 2023-76 JT,HTM,HOBJIFSTH076,USD," 35,263,901.20 "," 35,263,901.20 ", 0.35 , 0.35 ," 34,518,822.47 ", 0.35 ," 35,542,098.12 ", 2.839 ," 97,999,207.450 ", 3.335 ," 115,130,628.579 ", 5.2452 ," 181,059,564.6305 ", -   , -   , 5.25 ," 181,059,564.6305 ", 4.9324 ," 170,260,985.1319 ", 31 ," 1,079,857,949.8507 "," 1,023,275.65 "," 818,175.40 ",2.4%,01/05/2053,#N/A N/A,#VALUE!,2053/5/1,2053,5,1,2053/5/1, -   ," 107,985.79 ", -   , 98.47 , 97.89 , 100.79 , US , #N/A N/A , N ,GNMA-USA 5.0 200553 MBS,,,,,N," 35,542,098.12 ", 2.84 , -2.58 , 3.77 , 1.0090 , -   , -   , 1.01 ,1.00904295,N
Fins,Foreign Banks,外资金融机构债券,JPM,US46647PDR47,JPM 5.35 06/01/34,AFS,HOBJIFCRA031,USD," 30,000,000.00 "," 30,000,000.00 ", 0.30 , 0.30 ," 29,992,223.27 ", 0.30 ," 31,284,000.00 ", 6.040 ," 181,146,831.657 ", -   , -   , 5.4231 ," 162,650,666.4426 ", -   , -   , 5.42 ," 162,650,666.4426 ", 5.1140 ," 153,378,970.1159 ", 31 ," 927,169,632.6689 "," 1,291,776.73 "," 1,291,776.73 ",4.3%,01/06/2034,2033/6/1,2033/6/1,2033/6/1,2033,6,1,2033/6/1, -   ," 92,716.96 ", -   , 99.95 , 99.97 , 104.28 , US , TLAC , N ,JPMORGAN 5.35 010634 CALL,,,,,N," 31,284,000.00 ", 6.04 , 0.44 , 6.04 , 1.8895 , -   , -   , 1.89 ,1.889488962,N
MBS,passthrough,吉利美MBS,G2,US36179X2L97,G2 MA8879,AFS,HOBJIFSTA076,USD," 95,867,410.60 "," 95,867,410.60 ", 0.96 , 0.96 ," 95,431,294.85 ", 0.95 ," 97,507,222.66 ", 3.228 ," 308,097,743.349 ", 3.905 ," 372,668,749.510 ", 5.6502 ," 539,204,440.1420 ", -   , -   , 5.65 ," 539,204,440.1420 ", 5.0113 ," 478,231,221.4819 ", 64 ," 6,097,321,866.0067 "," 2,075,927.81 "," 2,072,358.46 ",2.2%,01/05/2053,#N/A Field Not Applicable,#VALUE!,2053/5/1,2053,5,1,2053/5/1, -   ," 609,732.19 ", -   , 99.55 , 99.55 , 101.71 , US , #N/A N/A , N ,GNMA-USA 5.5 200553 MBS,,,,,N," 97,507,222.66 ", 3.23 , -3.22 , 2.74 , 3.1480 , -   , -   , 3.15 ,3.147998286,N
MBS,passthrough,吉利美MBS,G2,US36179X2L97,G2 MA8879,HTM,HOBJIFSTH076,USD," 65,558,663.10 "," 65,558,663.10 ", 0.66 , 0.66 ," 65,679,235.37 ", 0.66 ," 66,680,044.03 ", 3.228 ," 212,043,902.738 ", 3.905 ," 256,483,982.050 ", 5.6028 ," 367,987,423.5597 ", -   , -   , 5.60 ," 367,987,423.5597 ", 4.9324 ," 323,956,917.3398 ", 67 ," 4,403,050,621.9932 "," 1,000,808.66 "," 1,100,893.85 ",1.7%,01/05/2053,#N/A Field Not Applicable,#VALUE!,2053/5/1,2053,5,1,2053/5/1, -   ," 440,305.06 ", -   , 100.03 , 100.18 , 101.71 , US , #N/A N/A , N ,GNMA-USA 5.5 200553 MBS,,,,,N," 66,680,044.03 ", 3.23 , -3.22 , 2.74 , 2.1527 , -   , -   , 2.15 ,2.152749905,N
MBS,CMO,吉利美MBS,GNR,US38383X5X88,GNR 2023-64 A,HTM,HOBJIFSTH076,USD," 41,598,196.00 "," 41,598,196.00 ", 0.42 , 0.42 ," 40,843,532.40 ", 0.41 ," 41,543,951.95 ", 4.391 ," 179,328,676.686 ", 5.385 ," 219,950,590.693 ", 4.6982 ," 191,892,286.7749 ", -   , -   , 4.70 ," 191,892,286.7749 ", 4.9324 ," 201,457,047.6568 ",-23 ,"-956,476,088.1933 "," 700,419.55 "," 628,226.36 ",1.5%,01/09/2052,#N/A N/A,#VALUE!,2052/9/1,2052,9,1,2052/9/1, -   ," -95,647.61 ", -   , 98.36 , 98.19 , 99.87 , US , #N/A N/A , N ,GNMA-USA 4.5 200952 MBS F,,,,,N," 41,543,951.95 ", 4.39 ,  , 4.53 , 1.8240 , -   , -   , 1.82 ,1.82403957,N
MBS,CMO,吉利美MBS,GNR,US38384AGF49,GNR 2023-65 DA,HTM,HOBJIFSTH076,USD," 40,031,898.00 "," 40,031,898.00 ", 0.40 , 0.40 ," 39,228,882.48 ", 0.39 ," 40,150,592.58 ", 4.591 ," 180,083,713.815 ", 5.680 ," 222,816,129.581 ", 4.7117 ," 184,836,477.9210 ", -   , -   , 4.71 ," 184,836,477.9210 ", 4.9324 ," 193,492,932.2184 ",-22 ,"-865,645,429.7317 "," 921,710.10 "," 819,252.79 ",2.1%,01/08/2052,#N/A N/A,#VALUE!,2052/8/1,2052,8,1,2052/8/1, -   ," -86,564.54 ", -   , 98.25 , 97.99 , 100.30 , US , #N/A N/A , N ,GNMA-USA 4.5 200852 MBS A,,,,,N," 40,150,592.58 ", 4.59 ,  , 4.61 , 1.8431 , -   , -   , 1.84 ,1.843149069,N
Fins,Foreign Banks,外资金融机构债券,SOCGEN,FR001400IDW0,SOCGEN 4 1/8 06/02/27,AFS,HOBJIFCRA131,EUR," 45,000,000.00 "," 52,725,571.93 ", 0.45 , 0.53 ," 52,690,327.40 ", 0.53 ," 53,934,569.30 ", 1.305 ," 68,759,197.608 ", -   , -   , 4.1594 ," 219,160,501.3442 ", -   , -   , 4.16 ," 219,160,501.3442 ", 3.3248 ," 175,186,855.4659 ", 83 ," 4,397,364,587.8287 "," 1,244,241.90 "," 1,244,241.90 ",2.4%,02/06/2027,#N/A Field Not Applicable,#VALUE!,2027/6/2,2027,6,2,2027/6/2, -   ," 439,736.46 ", -   , 99.87 , 99.93 , 102.29 , FR , MREL , N ,SG-HO 4.125 020627,,,,,N," 53,934,569.30 ", 1.30 , 0.03 , 1.32 , 0.7038 , -   , -   , 0.70 ,0.703828936,N
